restaurant,location,cuisine,price,food_rating,service_rating,ambience_rating,value_rating,num_reviews,recommendation_percentage,chef,dining_style,dress_code,noise_level
Bocca Di Bacco (Chelsea - 20th St.),Chelsea,Italian,$30 and under,4.2,4.1,4.3,4,538,78%,,Casual Dining,Smart Casual,Moderate
Leonelli Taberna,Gramercy / Flatiron,Italian,$31 to $50,4.4,4.4,4.3,4.1,124,84%,Jonathan Benno,Casual Dining,Casual Dress,Moderate
The Boil Waverly,Greenwich Village,Creole / Cajun / Southern,$30 and under,4.7,4.5,4.5,4.3,1159,93%,,Casual Dining,Casual Dress,Moderate
Daniela's,Theater District / Times Square,Italian,$30 and under,4,4.2,3.9,3.9,2184,77%,Javier Carrillo,Casual Dining,Casual Dress,Moderate
Mira Sushi & Izakaya Bar,Chelsea,Sushi,$30 and under,4.6,4.4,4.3,4.3,496,95%,,Casual Dining,Smart Casual,Moderate
Bodega Negra,Meatpacking District,Contemporary Mexican,$50 and over,4.5,4.5,4.6,4.1,820,90%,Brad Werner,Casual Elegant,Business Casual,Moderate
Harry Cipriani,Upper East Side,Italian,$50 and over,4.6,4.5,4.6,4,1183,83%,,Fine Dining,Business Casual,Moderate
MR CHOW - 57th,Midtown East,Chinese,$50 and over,4.5,4.6,4.4,4,1916,81%,Sammy Shao Hua Deng,Fine Dining,Smart Casual,Moderate
P.J. Clarke's - Third Avenue,Midtown East,American,$30 and under,4.5,4.5,4.4,4.2,285,92%,Timothy Walker,Casual Dining,Business Casual,Moderate
Toro NYC,Chelsea,Tapas / Small Plates,$31 to $50,4.5,4.5,4.5,4,1055,86%,Ken Oringer and Jamie Bissonnette,Casual Dining,Casual Dress,Moderate
Trattoria Italienne,Gramercy / Flatiron,Italian,$31 to $50,4.7,4.6,4.6,4.3,234,96%,Jared Sippel,Casual Dining,Casual Dress,Moderate
DaMarino NYC,Theater District / Times Square,Italian,$31 to $50,4.2,4.2,4.1,3.8,1284,78%,,Casual Dining,Business Casual,Moderate
Niles New York City,Midtown West,Contemporary American,$30 and under,4.3,4.2,4,4.1,1297,96%,,Casual Dining,Casual Dress,Moderate
Park Avenue Tavern,Midtown East,Contemporary American,$31 to $50,4.4,4.5,4.2,4.1,660,85%,Shane Le Blanc,Casual Elegant,Smart Casual,Moderate
The Four Seasons Restaurant,Midtown East,American,$50 and over,4.6,4.7,4.6,4,182,90%,Chef Diego Garcia,Fine Dining,Business Casual,Quiet
Aunt Jakes - Greenwich Village,West Village,Italian,$31 to $50,4.6,4.5,4.6,4.5,282,96%,Carmine Di Giovanni,Casual Elegant,Casual Dress,Moderate
Il Mulino New York - Uptown,Upper East Side,Italian,$50 and over,4.6,4.4,4.3,4,1161,77%,,Fine Dining,Business Casual,Moderate
Agave,West Village,Southwest,$31 to $50,4.5,4.3,4.3,4.3,1584,85%,,Casual Elegant,Business Casual,Moderate
Flex Mussels - 13th Street,West Village,Seafood,$30 and under,4.7,4.6,4.5,4.3,1542,97%,,Casual Dining,Casual Dress,Moderate
Sinigual - NY,Midtown East,Mexican,$30 and under,4.3,4.2,4.3,4.1,1821,90%,,Casual Elegant,Casual Dress,Moderate
Bedford & Co.,Midtown East,Contemporary American,$31 to $50,4.4,4.2,4.3,4.1,475,88%,Chef John DeLucie,Casual Elegant,Smart Casual,Moderate
Delmonico's Kitchen,Theater District / Times Square,American,$31 to $50,4.3,4.3,4,3.9,1337,81%,Chef Billy Oliva,Casual Elegant,Casual Dress,Moderate
Ben and Jack's Steakhouse 44th Street,Midtown East,Steakhouse,$50 and over,4.5,4.5,4.4,4.3,873,91%,,Fine Dining,Business Casual,Moderate
iL Punto,Theater District / Times Square,Italian,$31 to $50,4.5,4.6,4.3,4.3,1929,91%,,Casual Elegant,Business Casual,Moderate
Osteria Laguna,Midtown East,Italian,$31 to $50,4.4,4.4,4.2,4.1,1308,94%,,Fine Dining,Casual Dress,Moderate
Bouley at Home,Gramercy / Flatiron,French,$50 and over,4.5,4.3,4.4,4,5628,88%,David Bouley,Fine Dining,Business Casual,Quiet
Pera Mediterranean Brasserie,Midtown East,Mediterranean,$31 to $50,4.4,4.2,4.2,4,1769,86%,Sezai Celikbas,Casual Elegant,Smart Casual,Moderate
Neta,West Village,Japanese,$50 and over,4.5,4.3,4.1,3.9,654,79%,Byeong Seok Lee,Casual Elegant,Casual Dress,Moderate
Bobby Van's Grill - 50th Street,Theater District / Times Square,American,$31 to $50,4.4,4.4,4.3,4,1956,90%,Eddie,Casual Dining,Business Casual,Moderate
Ribalta Pizza,Union Square,Italian,$30 and under,4.6,4.4,4.1,4.2,756,93%,Pasquale Cozzolino,Casual Dining,Casual Dress,Moderate
The Sea Grill,Rockefeller Center Midtown,Seafood,$31 to $50,4.5,4.6,4.5,3.9,3643,89%,Andy Bennett,Casual Elegant,Smart Casual,Moderate
Giorgio's of Gramercy,Gramercy / Flatiron,Contemporary American,$31 to $50,4.6,4.6,4.5,4.3,2223,97%,,Casual Elegant,Business Casual,Moderate
Sala One Nine,Gramercy / Flatiron,Spanish,$30 and under,4.5,4.4,4.3,4.1,825,92%,Barbara Amoros,Casual Dining,Smart Casual,Moderate
Etcetera Etcetera,Hell's Kitchen,Italian,$31 to $50,4.5,4.6,4.4,4.2,2945,93%,Daniele Kucera,Casual Elegant,Casual Dress,Moderate
Scampi,Gramercy / Flatiron,Italian,$31 to $50,4.5,4.4,4.4,4.1,93,91%,PJ Calapa,Casual Elegant,Smart Casual,Moderate
Rosa Mexicano - First Avenue,Midtown East,Mexican,$31 to $50,4.4,4.4,4.2,4.1,2211,90%,Ignacio Cotzomi,Casual Elegant,Smart Casual,Moderate
Old Homestead Steakhouse- New York City,Meatpacking District,Steakhouse,$50 and over,4.4,4.2,4.1,3.8,3105,87%,,Casual Elegant,Smart Casual,Moderate
Asiate,Columbus Circle,Contemporary American,$50 and over,4.3,4.4,4.7,4,3599,84%,,Fine Dining,Business Casual,Quiet
Meme Mediterranean on 10th,Hell's Kitchen,Mediterranean,$31 to $50,4.7,4.6,4.4,4.3,606,97%,Jacob Cohen,Casual Dining,Business Casual,Moderate
El Parador,Murray Hill,Mexican,$31 to $50,4.6,4.5,4.5,4.4,1117,89%,Jose Alejandro,Casual Elegant,Casual Dress,Moderate
Print Restaurant,Hell's Kitchen,American,$31 to $50,4.6,4.6,4.6,4,3195,91%,Gary King,Casual Dining,Smart Casual,Quiet
Kajitsu,Murray Hill,Japanese,$50 and over,4.7,4.9,4.7,4.3,932,94%,Hiroki Abe,Fine Dining,Business Casual,Quiet
Fonda Chelsea,Chelsea,Mexican,$31 to $50,4.6,4.5,4.3,4.2,504,98%,,Casual Dining,Business Casual,Moderate
The Beatrice Inn,West Village,Fine cuts,$31 to $50,4.5,4.6,4.6,3.7,711,74%,Angie Mar,Fine Dining,Smart Casual,Moderate
Suzuki,Theater District / Times Square,Japanese,$31 to $50,4.1,4.3,4.3,3.8,173,73%,,Elegant Dining,Business Casual,Quiet
Bann Restaurant,Midtown West,Korean,$31 to $50,4.5,4.3,4.2,4.1,1421,92%,,Casual Dining,Smart Casual,Moderate
Natsumi Restaurant,Theater District / Times Square,Japanese,$31 to $50,4.4,4.2,4.1,4,1796,89%,Chef Haru Konagaya,Casual Elegant,Casual Dress,Moderate
Cardoncello diVino,NoMad,Italian,$30 and under,4.6,4.7,4.6,4.3,144,94%,MAX CONVERTINI,Casual Dining,Casual Dress,Moderate
Mustang Harry's,Midtown West,American,$30 and under,4.3,4.3,4.2,4,429,96%,,Casual Dining,Casual Dress,Moderate
Cleo Restaurant NY,NoMad,Mediterranean,$31 to $50,4.3,4.1,4.2,3.9,135,71%,Todd Matthews,Casual Elegant,Smart Casual,Moderate
Ninos 46,Midtown West,Contemporary Italian,$30 and under,4.3,4.3,4.1,4,999,82%,Franco Vendome,Casual Dining,Casual Dress,Moderate
SAHIB,Kips Bay,Indian,$30 and under,4.6,4.5,4.4,4.6,123,91%,Hemant Mathur,Casual Elegant,Smart Casual,Quiet
SOUTHGATE Bar & Restaurant,Midtown West,American,$31 to $50,4.1,4.1,4.1,3.6,796,63%,Andrew Burriesci,Casual Elegant,Business Casual,Moderate
Mighty Quinn's Barbeque,West Village,Barbecue,$30 and under,4.4,3.8,3.5,3.9,148,73%,Hugh Mangum,Casual Dining,Casual Dress,Moderate
Brasserie 8 1/2,Midtown West,French,$31 to $50,4.5,4.5,4.5,4.3,3998,94%,Franck Deletrain,Casual Elegant,Smart Casual,Quiet
Al Vicoletto,Union Square,Italian,$30 and under,4,4.3,3.9,4,164,93%,Alessandro Pendinelli,Casual Dining,Casual Dress,Moderate
West Bank Cafe,Theater District / Times Square,Contemporary American,$30 and under,4.5,4.6,4.4,4.4,3412,99%,Chef Alberto Martinez,Casual Dining,Casual Dress,Moderate
Hudson Hound,West Village,American,$30 and under,4.4,4.5,4.3,4.3,50,100%,Donal Crosbie,Casual Dining,Casual Dress,Moderate
Chola,Midtown East,Indian,$30 and under,4.5,4.5,4.3,4.3,692,96%,Shiva Natarajan,Casual Elegant,Smart Casual,Quiet
15 East Restaurant,Union Square,Sushi,$50 and over,4.6,4.7,4.6,4,1031,85%,Noriyuki Takahashi,Casual Elegant,Business Casual,Quiet
Ikinari Steak - Times Square,Theater District / Times Square,Steakhouse,$30 and under,4.4,4.1,3.5,4.1,7,100%,,Casual Dining,Casual Dress,Quiet
Jasmine Restaurant,Midtown East,Chinese (Shanghai),$30 and under,4.3,4.1,4,4.3,64,77%,,Casual Dining,Business Casual,Quiet
The Harrow,Hell's Kitchen,American,$31 to $50,4.3,4.3,4.3,4,33,85%,,Casual Elegant,Smart Casual,Moderate
THE BAR at Great Northern Food Hall,Midtown East,Scandinavian,$30 and under,4.4,4.2,4.1,3.6,30,100%,,Casual Dining,Casual Dress,Moderate
Via Italia Restaurant,Midtown West,Italian,$30 and under,4.2,4.2,3.8,4,91,100%,,Casual Dining,Casual Dress,Quiet
Hudson Station,Hell's Kitchen,American,$31 to $50,3.5,3.5,3.5,3.5,39,69%,,Casual Dining,Casual Dress,Moderate
The Copper Still - West,Chelsea,American,$30 and under,4.6,4.5,4.3,4.4,21,100%,,Casual Dining,Business Casual,Moderate
Sean's Bar & Kitchen,Theater District / Times Square,Irish,$30 and under,4.3,4.6,4.3,4.4,76,93%,,Casual Dining,Casual Dress,Moderate
Ascent Lounge New York,Midtown West,American,$30 and under,4.1,4.2,4.6,3.9,68,82%,,Casual Dining,Business Casual,Moderate
J.J. Kinahan's,Chelsea,Gastro Pub,$31 to $50,4.1,4,4.4,4,5,100%,,Casual Dining,Casual Dress,Moderate
Lantern Thai Kitchen,Union Square,Thai,$30 and under,4,4.1,4,4.1,181,70%,Siripat Khaenkarn,Casual Dining,Casual Dress,Moderate
Tarallucci e Vino East Village,East Village,Italian,$31 to $50,4.3,4.2,4.2,4,37,69%,,Casual Elegant,Smart Casual,Moderate
Galata,Murray Hill,Turkish,$30 and under,4.3,4.3,3.8,4.1,71,100%,,Casual Dining,Business Casual,Moderate
Dawat,Midtown East,Indian,$31 to $50,4.3,4.2,4,4.1,782,86%,Madhur Jaffrey,Casual Elegant,Business Casual,Quiet
Deweys Pub,Chelsea,Gastro Pub,$30 and under,4,3.8,3.7,3.7,72,100%,Paulina Giorgio,Casual Dining,Casual Dress,Moderate
Fuji Sushi,Columbus Circle,Sushi,$30 and under,4,4,3.7,3.9,128,50%,,Casual Dining,Casual Dress,Quiet
Montebello Ristorante Italiano,Midtown East,Italian,$31 to $50,4.4,4.5,4.2,4.1,655,83%,,Fine Dining,Smart Casual,Quiet
Mykonos Blue Rooftop,Chelsea,Greek,$30 and under,4.4,4.3,4.3,3.8,60,67%,,Casual Dining,Smart Casual,Moderate
Eros,Kips Bay,Greek,$31 to $50,4.5,4.3,4.2,4.3,17,92%,Peter Spiropoulos,Casual Elegant,Casual Dress,Quiet
Zaika New York,Midtown East,Indian,$30 and under,4.4,4.2,4,3.9,70,100%,,Casual Elegant,Smart Casual,Quiet
Shuraku,West Village,Japanese,$50 and over,4.6,4.8,4.7,4.4,31,100%,,Fine Dining,Business Casual,Quiet
UPPER EAST CAFE,Upper East Side,American,$30 and under,4.1,4,4,3.6,49,91%,,Casual Dining,Casual Dress,Moderate
Bugis Street Brasserie and Bar Times Square,Theater District / Times Square,Pan-Asian,$30 and under,3.9,4,3.7,3.4,61,78%,,Casual Dining,Business Casual,Quiet
Le Bateau Ivre,Midtown East,French,$31 to $50,4.5,4.3,4.4,4.2,426,95%,Herbert Robertson,Home Style,Casual Dress,Moderate
Pierre Loti Union Square,Union Square,Mediterranean,$30 and under,4.2,4,4.3,4,108,100%,Ismheal Topal,Casual Dining,Casual Dress,Moderate
Angelo Bellini Italian Restaurant,Midtown East,Italian,$30 and under,4.1,4.1,4,4.1,224,70%,,Casual Dining,Casual Dress,Quiet
La Pulperia 46th Street,Theater District / Times Square,Latin American,$30 and under,4.4,4.5,4.3,4,666,92%,Carlos Barroz,Casual Elegant,Business Casual,Moderate
Punch Restaurant,Gramercy / Flatiron,American,$30 and under,3.8,3.8,3.6,3.8,468,80%,Matt Shoemaker,Casual Dining,Smart Casual,Moderate
Southern Hospitality - Hell's Kitchen,Hell's Kitchen,Barbecue,$30 and under,3.9,3.8,3.9,3.7,1701,72%,Luis Mendez,Casual Dining,Casual Dress,Moderate
Amarone,Hell's Kitchen,Italian,$31 to $50,4.4,4.5,4.2,4.2,834,95%,,Casual Dining,Casual Dress,Moderate
Cielo at the Mayfair,Theater District / Times Square,Italian,$31 to $50,4.4,4.4,4.2,4.1,237,92%,,Casual Dining,Casual Dress,Quiet
Yamada Chikara NY,Midtown East,Japanese,$50 and over,4.7,4.9,4.7,4.4,26,78%,Chikara Yamada,Casual Elegant,Smart Casual,Quiet
212 Steakhouse,Midtown East,Steakhouse,$31 to $50,4.4,4.4,4.2,3.9,999,82%,Nelson Bitangcol,Fine Dining,Casual Dress,Quiet
Fuji Hibachi - Times Square,Theater District / Times Square,Japanese,$31 to $50,4.3,3.6,3.6,3.8,149,76%,,Casual Elegant,Casual Dress,Moderate
Il Melograno,Hell's Kitchen,Italian,$30 and under,4.7,4.6,4.4,4.6,401,99%,Alberto Tartari,Casual Dining,Casual Dress,Moderate
Pepe Giallo,Chelsea,Italian,$31 to $50,4.4,4.3,4.4,4.5,117,91%,,Casual Dining,Casual Dress,Moderate
Pinto Garden,West Village,Thai,$30 and under,4.4,4.5,4.5,4.2,92,92%,"Chef Teerawong ""Yo"" Nanthavatsiri ",Casual Dining,Casual Dress,Moderate
STK Rooftop,Meatpacking District,Contemporary American,$31 to $50,4.3,4.1,4.1,3.8,636,79%,,Casual Dining,Casual Dress,Moderate
Red Lobster - New York - Times Square,Theater District / Times Square,Seafood,$30 and under,4.2,4.3,4.1,3.9,65,95%,,Casual Dining,Casual Dress,Moderate
The Lambs Club - Bar,Theater District / Times Square,Contemporary American,$50 and over,4.2,3.9,4.2,3.6,462,71%,,Casual Dining,Casual Dress,Moderate
Pastai,Chelsea,Sicilian,$31 to $50,4.4,4.1,4.2,4.1,110,85%,,Casual Dining,Casual Dress,Moderate
Dhaba,Murray Hill,Indian,$30 and under,4.4,4,3.8,4.1,654,88%,Shiva Natarajan,Casual Dining,Casual Dress,Moderate
The Public House at Merrion Row Hotel,Theater District / Times Square,Gastro Pub,$30 and under,4.4,4.5,4.5,4.3,35,93%,,Casual Elegant,Casual Dress,Moderate
Tout Va Bien,Midtown West,French,$31 to $50,4.3,4.4,4.2,4.3,1594,86%,le pape ,Casual Dining,Casual Dress,Moderate
Flatiron Hall,Gramercy / Flatiron,American,$30 and under,4.3,4.4,4.2,4.1,98,100%,Richard Pietromamco,Casual Dining,Casual Dress,Moderate
Oak Tuscan Truffle Lounge,West Village,Italian,$31 to $50,4.8,4.9,4.6,4.4,70,96%,Rudy Accornero,Casual Elegant,Casual Dress,Quiet
Restaurant Nippon,Midtown East,Japanese,$31 to $50,4.7,4.7,4.4,4.2,420,93%,Akira Azuma,Casual Dining,Smart Casual,Quiet
Aquavit,Midtown East,Scandinavian,$50 and over,4.8,4.9,4.8,4.4,1974,100%,Emma Bengtsson,Fine Dining,Smart Casual,Quiet
Gallow Green,Chelsea,Continental,$30 and under,3.9,4.3,4.4,3.3,486,78%,Pascal Le Seac'h,Casual Dining,Casual Dress,Quiet
Gardenia Terrace,Hell's Kitchen,Mediterranean,$30 and under,4.4,4.2,4.6,4.2,85,82%,,Casual Elegant,Smart Casual,Moderate
Gogi 37,Theater District / Times Square,Korean,$31 to $50,4.5,4.1,4.3,4,92,95%,,Casual Dining,Business Casual,Moderate
Cara Mia,Hell's Kitchen,Italian,$30 and under,4.3,4.4,4.1,4.3,2361,89%,Adrian Lazo,Casual Elegant,Casual Dress,Moderate
RARE Bar & Grill (Murray Hill),Murray Hill,Burgers,$30 and under,4.2,4.1,3.9,4,333,98%,Chef Edgardo Hernandez,Casual Dining,Smart Casual,Moderate
Dafni Greek Taverna,Theater District / Times Square,Greek,$30 and under,4.1,4.3,3.8,4.2,2241,95%,,Casual Dining,Casual Dress,Moderate
Bobby Van's Steakhouse - 54th Street,Midtown East,Steakhouse,$31 to $50,4.6,4.6,4.3,4.1,959,93%,Tobi,Casual Elegant,Business Casual,Moderate
Gaby Brasserie Française,Midtown West,French,$31 to $50,4.2,4.3,4.1,3.9,664,81%,Robert Hohmann,Casual Elegant,Smart Casual,Quiet
Balade,East Village,Mediterranean,$30 and under,4.6,4.5,4.4,4.4,673,89%,Micheline Wakim,Casual Dining,Smart Casual,Moderate
Le Zie 2000,Chelsea,Italian,$31 to $50,4.5,4.5,4.4,4.3,150,97%,,Casual Dining,Casual Dress,Moderate
Feroce,Chelsea,Italian,$50 and over,4.4,4.5,4.6,4.2,30,65%,Stefano Lorenzini ,Elegant Dining,Smart Casual,Moderate
Astor Court,Midtown East,International,$31 to $50,4.4,4.3,4.6,3.9,366,90%,Mark Arnao ,Casual Elegant,Business Casual,Quiet
Bar Masa,Columbus Circle,Japanese,$50 and over,4.5,4.5,4.3,3.8,169,83%,Masa Takayama,Fine Dining,Casual Dress,Moderate
Allora,Midtown East,Italian,$31 to $50,4.5,4.4,4.3,4.1,309,67%,,Casual Elegant,Smart Casual,Moderate
Serafina Meatpacking,Meatpacking District,Italian,$31 to $50,4.2,3.9,4.1,3.9,326,74%,,Casual Elegant,Smart Casual,Moderate
Blue Seafood Bar,Hell's Kitchen,Seafood,$30 and under,4.5,4.6,4.6,4.2,338,96%,Andrea Giacomoni,Casual Elegant,Business Casual,Moderate
Brooklyn Diner,Midtown West,American,$30 and under,4.2,4.2,4.1,3.7,561,82%,Henry Rivera,Casual Dining,Casual Dress,Moderate
Bistro Pierre Lapin,West Village,French,$31 to $50,4.4,4.2,4.4,3.9,283,85%,Harold Moore,Casual Dining,Smart Casual,Moderate
The Perfect Pint - West,Midtown West,American,$30 and under,4.4,4.6,4.3,4.4,404,95%,Winston Hernandez,Casual Dining,Business Casual,Moderate
Mizu Flatiron,Gramercy / Flatiron,Sushi,$30 and under,4.3,4.2,3.8,4.2,63,80%,,Casual Dining,Casual Dress,Moderate
Patrizia's of 2nd Avenue,Murray Hill,Italian,$30 and under,4.4,4.3,4.3,4.3,230,84%,,Casual Dining,Casual Dress,Moderate
Harding's,Gramercy / Flatiron,American,$31 to $50,4.4,4.5,4.4,4.1,448,84%,Joel Zaragoza,Casual Dining,Smart Casual,Moderate
Spice Symphony - 31st St,Murray Hill,Indian,$30 and under,4.7,4.7,4.2,4.6,197,92%,Walter D Rozario,Casual Elegant,Smart Casual,Moderate
Bread & Tulips,Gramercy / Flatiron,Italian,$30 and under,4.5,4.6,4.4,4.3,537,94%,JM Ramales,Casual Elegant,Smart Casual,Quiet
Hakubai - The Kitano Hotel New York,Murray Hill,Japanese,$50 and over,4.7,4.7,4.4,4.3,297,89%,Yukihiro Sato,Casual Elegant,Business Casual,Quiet
Death Ave.,Chelsea,American,$31 to $50,4.2,4.1,4.4,3.9,377,82%,,Casual Elegant,Casual Dress,Moderate
Maria Pia,Hell's Kitchen,Italian,$31 to $50,4.2,4.3,4.1,4.1,2829,82%,Chef Luciano ,Casual Dining,Casual Dress,Moderate
Kosaka,West Village,Japanese,$50 and over,4.7,4.7,4.6,4.1,183,94%,,Casual Elegant,Business Casual,Quiet
Knickerbocker Bar and Grill,Greenwich Village,Steakhouse,$31 to $50,4.5,4.5,4.5,4.3,1403,99%,Clara O'Marde,Casual Dining,Casual Dress,Moderate
HB Burger,Theater District / Times Square,American,$30 and under,4.1,4.2,3.9,4,415,93%,Richard Pietromamco,Casual Dining,Casual Dress,Moderate
Il Pesce - Eataly NYC Flatiron,Gramercy / Flatiron,Seafood,$31 to $50,4.3,4,3.8,3.6,65,85%,,Casual Elegant,Business Casual,Moderate
Chop Shop II,Gramercy / Flatiron,Asian,$30 and under,4.3,4.2,4.1,4.2,221,92%,Sam Chan and Jason Li,Casual Dining,Casual Dress,Moderate
Rosie O'Grady's,Midtown West,American,$31 to $50,4.3,4.3,4.4,4.1,1661,89%,,Casual Elegant,Smart Casual,Moderate
Biricchino,Chelsea,Italian,$31 to $50,4.5,4.4,4.3,4.3,294,96%,,Casual Elegant,Smart Casual,Moderate
Tir na nOg Irish Bar & Grill - MSG,Midtown West,American,$31 to $50,4.3,4.4,4.3,4.3,635,97%,Matthew Geraghty,Casual Elegant,Casual Dress,Moderate
Ophelia,Midtown East,American,$30 and under,4.1,4,4.5,3.8,177,89%,Stephen Putnam,Casual Elegant,Business Casual,Moderate
Rocco Steakhouse,Gramercy / Flatiron,Steakhouse,$31 to $50,4.7,4.7,4.5,4.3,464,92%,Johnny Jevric,Casual Elegant,Business Casual,Moderate
The Library at the Public,NoHo,American,$30 and under,4.1,4.4,4.5,3.8,941,93%,Andrew Carmellini,Casual Dining,Business Casual,Moderate
Shun Lee Palace,Midtown East,Chinese,$31 to $50,4.4,4.4,4.3,3.8,1423,78%,Ling Shing Ping,Casual Elegant,Business Casual,Moderate
Hanjan,Chelsea,Korean,$31 to $50,4.5,4.3,4.4,4.1,342,89%,Hooni Kim,Casual Dining,Casual Dress,Moderate
Danji,Hell's Kitchen,Korean,$31 to $50,4.7,4.6,4.4,4.2,803,97%,Hooni Kim,Casual Dining,Casual Dress,Moderate
Utsav Indian Bar and Grill,Theater District / Times Square,Indian,$31 to $50,4.4,4.2,4.1,4,1324,92%,,Casual Elegant,Smart Casual,Moderate
Tacuba Hell's Kitchen,Hell's Kitchen,Mexican,$30 and under,4.5,4.4,4.3,4.2,765,91%,Julian Medina,Casual Dining,Casual Dress,Moderate
Ethos - Gallery,Midtown East,Greek,$30 and under,4.7,4.6,4.6,4.3,1729,97%,,Casual Dining,Smart Casual,Moderate
Bobo Restaurant,West Village,French,$30 and under,4.6,4.5,4.7,4.3,1291,98%,Ari Bokovza,Casual Elegant,Casual Dress,Moderate
High Street on Hudson,West Village,Contemporary American,$31 to $50,4.4,4.3,4.3,4,415,90%,Jeffrey Olsen,Casual Dining,Casual Dress,Moderate
Almayass,Gramercy / Flatiron,Mediterranean,$31 to $50,4.6,4.5,4.5,4.1,1158,97%,Varak Alexandrian,Casual Elegant,Smart Casual,Moderate
Bsquared,Hell's Kitchen,Italian,$30 and under,4.5,4.6,4.4,4.3,115,89%,Jason Neroni,Casual Dining,Casual Dress,Moderate
Ceci Italian Restaurant,Theater District / Times Square,Italian,$30 and under,4.2,4.1,4,4,2724,87%,,Casual Dining,Casual Dress,Moderate
Salinas,Chelsea,Spanish,$31 to $50,4.6,4.6,4.8,4.1,1798,94%,Luis Bollo,Casual Elegant,Smart Casual,Quiet
Chazz Palminteri Italian Restaurant,Theater District / Times Square,Italian,$50 and over,4.5,4.6,4.5,4.2,1090,92%,,Fine Dining,Business Casual,Moderate
Obao,Hell's Kitchen,Thai,$31 to $50,4.3,4.2,4.2,4.2,2000,83%,Ian Kittichai ,Casual Dining,Smart Casual,Moderate
Molyvos,Midtown West,Greek,$31 to $50,4.5,4.3,4.2,4,4499,92%,Carlos Carreto,Casual Dining,Smart Casual,Moderate
Fresco by Scotto,Midtown East,Italian,$31 to $50,4.6,4.7,4.4,4,1687,90%,Angelo Sessa,Casual Elegant,Business Casual,Moderate
Olio e Più,West Village,Italian,$30 and under,4.5,4.3,4.5,4.2,988,88%,Dominick Pepe,Casual Dining,Casual Dress,Moderate
Philippe Chow - Downtown,Meatpacking District,Chinese,$31 to $50,4.5,4.4,4.4,4.1,98,87%,Philippe Chow,Casual Elegant,Business Casual,Moderate
Empellon Taqueria,West Village,Mexican,$31 to $50,4.5,4.6,4.4,4.1,1581,81%,Alex Stupak,Casual Dining,Smart Casual,Moderate
